Tabela,Caminho,Campo,Tipo,Tamanho,Precisao,Obrigatoriedade,IndiceParadoxDetectado,PossivelChavePrimaria,PossivelChaveEstrangeira,NomeVisualCorrespondente,ModuloRelacionado,TelaRelacionada,EntidadeDominio,ClassificacaoCampo,Evidencia,NivelConfianca,Status
OrcCab,Lav\FILIAL\OrcCab.DB,SitRol,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,possivel,ROL,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,status,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcCab,Lav\FILIAL\OrcCab.DB,NumNotFis,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,possivel,possivel,NumNotFis,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcCab,Lav\FILIAL\OrcCab.DB,FixEntrega,System.Boolean,1,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,FixEntrega,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcCab,Lav\FILIAL\OrcCab.DB,SeqCaixa,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,possivel,nao confirmado,SeqCaixa,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcCab,Lav\FILIAL\OrcCab.DB,CodDesc,System.String,10,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,possivel,possivel,CodDesc,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcCab,Lav\FILIAL\OrcCab.DB,CodVenEnt,System.String,10,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,possivel,possivel,CodVenEnt,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcCab,Lav\FILIAL\OrcCab.DB,CodLav,System.String,10,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,possivel,possivel,CodLav,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcCab,Lav\FILIAL\OrcCab.DB,FitasPreFix,System.String,18,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,FitasPreFix,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcCab,Lav\FILIAL\OrcCab.DB,DevNot,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,DevNot,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcCab,Lav\FILIAL\OrcCab.DB,DevNotAdi,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,possivel,DevNotAdi,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,fiscal,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcCab,Lav\FILIAL\OrcCab.DB,CodConf,System.String,10,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,possivel,possivel,CodConf,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcCab,Lav\FILIAL\OrcCab.DB,PosicaoAnt,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,PosicaoAnt,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,status,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcCab,Lav\FILIAL\OrcCab.DB,DatEntRol,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,possivel,ROL,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcCab,Lav\FILIAL\OrcCab.DB,CenCusCli,System.String,10,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,CenCusCli,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcCab,Lav\FILIAL\OrcCab.DB,RolOrc,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,possivel,possivel,ROL,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcCab,Lav\FILIAL\OrcCab.DB,NumNotFisF,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,possivel,possivel,NumNotFisF,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcCab,Lav\FILIAL\OrcCab.DB,Lote,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,Lote,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcCab,Lav\FILIAL\OrcCab.DB,HorEntRol,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,possivel,ROL,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcCab,Lav\FILIAL\OrcCab.DB,HorCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,HorCan,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcCab,Lav\FILIAL\OrcCab.DB,CodVenCan,System.String,10,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,possivel,possivel,CodVenCan,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcCab,Lav\FILIAL\OrcCab.DB,HorPas,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,HorPas,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,log,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,ROL,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,possivel,possivel,ROL,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,CodPro,System.String,6,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,possivel,possivel,Produto,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,SeqPro,System.String,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,possivel,nao confirmado,SeqPro,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,CodCor,System.String,6,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,possivel,possivel,CodCor,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,FatPre01,System.String,6,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,FatPre01,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,FatPre02,System.String,6,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,FatPre02,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,FatPre03,System.String,6,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,FatPre03,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,FatPre04,System.String,6,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,FatPre04,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,FatPre05,System.String,6,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,FatPre05,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,FatPre06,System.String,6,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,FatPre06,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,Marca,System.String,30,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,possivel,Marca,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,produto,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,Quantidade,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,Quantidade,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,quantidade,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,Peso,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,Peso,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,quantidade,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,PreUniVen,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,PreUniVen,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,PreFinal,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,PreFinal,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,CodDef,System.String,6,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,possivel,possivel,CodDef,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,CodCar,System.String,6,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,possivel,possivel,CodCar,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,Obs,System.String,200,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,Obs,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,observacao,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,CodTipTec,System.String,6,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,possivel,possivel,CodTipTec,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,Obs2,System.String,200,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,Obs2,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,observacao,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,Identif,System.String,10,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,possivel,nao confirmado,Identif,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,CodSerTer,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,possivel,possivel,CodSerTer,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,CodLoc,System.String,10,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,possivel,possivel,CodLoc,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,CodProces,System.String,20,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,possivel,possivel,Produto,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,ValorTerc,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,ValorTerc,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItemCab,Lav\FILIAL\OrcItemCab.DB,Rol,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,possivel,possivel,ROL,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItemCab,Lav\FILIAL\OrcItemCab.DB,CodPro,System.String,6,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,possivel,possivel,Produto,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItemCab,Lav\FILIAL\OrcItemCab.DB,SeqPro,System.String,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,possivel,nao confirmado,SeqPro,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItemCab,Lav\FILIAL\OrcItemCab.DB,RolOrc,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,possivel,possivel,ROL,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItemCab,Lav\FILIAL\OrcItemCab.DB,SeqProNovo,System.String,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,possivel,nao confirmado,SeqProNovo,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItemCab,Lav\FILIAL\OrcItemCab.DB,CodProNovo,System.String,6,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,possivel,possivel,Produto,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItemCab,Lav\FILIAL\OrcItemCab.DB,Quantidade,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,Quantidade,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,quantidade,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
