Executavel,Form,TableName,DatabaseName,FieldName,DataSource,DataSet,TrechoSQLouTexto,OperacaoInferida,Confianca
Financeiro,,,,,,,"Select Count(*) From """,consulta,baixa-media
Financeiro,,,,,,,Select dataset,consulta,baixa-media
Financeiro,,,,,,,Select function,consulta,baixa-media
Financeiro,,,,,,,"Select Leitura,LoteCheque From """,consulta,baixa-media
Financeiro,,,,,,,Select MAX(,consulta,baixa-media
Financeiro,,,,,,,"Select SeqLot, DatEmi",consulta,baixa-media
Financeiro,,,,,,,"Select sigla_UF From """,consulta,baixa-media
Financeiro,,,,,,,Select variable,consulta,baixa-media
NFE,,,,,,,"- Dock zone has no controlLError loading dock zone from the stream. Expecting version %d, but found %d.",consulta,baixa-media
NFE,,,,,,,"Bits index out of range*Can't write to a read-only resource streamECheckSynchronize called from thread $%x, which is NOT the main thread",consulta,baixa-media
NFE,,,,,,,"DataSource cannot be changed0Cannot perform this operation on an open dataset""Dataset not in edit or insert mode1Cannot perform this operation on a closed dataset1Cannot perform this operation on an empty dataset!Cannot modify a read-only d",escrita/controle,baixa-media
NFE,,,,,,,Delete all selected records?%Operation not allowed in a DBCtrlGrid(Property already defined by lookup field/Grid requested to display more than 256 columns,escrita/controle,baixa-media
NFE,,,,,,,Docked control must have a name%Error removing control from dock tree,consulta,baixa-media
NFE,,,,,,,"Driver could not be properly initialized. Client library may be missing, not installed properly, of the wrong version, or the driver may be missing from the system path.",consulta,baixa-media
NFE,,,,,,,FROM,consulta,baixa-media
NFE,,,,,,,"From """,consulta,baixa-media
NFE,,,,,,,Invalid ImageList Index)Failed to read ImageList data from stream,consulta,baixa-media
NFE,,,,,,,method not supported%Method not permitted in TSoapDataList$Insufficient data for Content-Length&Error reading from Mime Request Stream,consulta,baixa-media
NFE,,,,,,,No WSDL or URL property was set in the THTTPRIO component. You must set the WSDL or URL property before invoking the Web ServiceMUnable to retrieve the URL endpoint for Service/Port '%s'/'%s' from WSDL '%s'HDatatype of TypeKind: %s not supp,consulta,baixa-media
NFE,,,,,,,SELECT,consulta,baixa-media
NFE,,,,,,,"Select * From """,consulta,baixa-media
NFE,,,,,,,"Select a Date-%0:s - Enter a date between ""%1:s"" and ""%2:s"" %0:s - Enter a date after ""%1:s""!%0:s - Enter a date before ""%1:s""",consulta,baixa-media
NFE,,,,,,,"select n.numnot, n.codcli, n.datemi, n.valnot, c.CpfCli, c.nomcli, c.endcli, c.cidcli, c.estcli, c.cepcli, c.cgccli, c.digcli, c.insestcli, c.insmuncli, c.baicli, c.razsoccli, c.email from",consulta,baixa-media
NFE,,,,,,,"select n.SitNota, n.SeqSit, n.DatSit, n.SeqNfe, n.numnot, n.codcli,n.datemi, n.valnot,n.OmiteCpf,",consulta,baixa-media
SAT,,,,,,,"From """,consulta,baixa-media
SAT,,,,,,,"From "":",consulta,baixa-media
SAT,,,,,,,"From """,consulta,baixa-media
SAT,,,,,,,"From "":",consulta,baixa-media
SAT,,,,,,,and (EXTRACT(MONTH FROM C.DatNas) =,consulta,baixa-media
SAT,,,,,,,and (EXTRACT(MONTH FROM X.DatCad) =,consulta,baixa-media
SAT,,,,,,,and (EXTRACT(MONTH FROM X.DatCadInt) =,consulta,baixa-media
SAT,,,,,,,and (EXTRACT(YEAR FROM C.DatNas) > 1900),consulta,baixa-media
SAT,,,,,,,and (EXTRACT(YEAR FROM X.DatCad) > 1900),consulta,baixa-media
SAT,,,,,,,and (EXTRACT(YEAR FROM X.DatCadInt) > 1900),consulta,baixa-media
SAT,,,,,,,"From """,consulta,baixa-media
SAT,,,,,,,"From "":",consulta,baixa-media
SAT,,,,,,,"From """,consulta,baixa-media
SAT,,,,,,,"From "":",consulta,baixa-media
SAT,,,,,,,"Select CodUsuario From """,consulta,baixa-media
SAT,,,,,,,"Select CodUsuario From "":",consulta,baixa-media
SAT,,,,,,,"-Select * From ""C:\Equipexe\Ger\Dados\Erros"" E",consulta,baixa-media
SAT,,,,,,,", Marcacao FROM """,consulta,baixa-media
SAT,,,,,,,", Marcacao FROM "":",consulta,baixa-media
SAT,,,,,,,",Count(*) FROM """,consulta,baixa-media
SAT,,,,,,,.select * from ':ParadoxXInterbase:MovSatCli' M,consulta,baixa-media
SAT,,,,,,,".Select * From "":ParadoxXInterbase:MovSatAle"" A",consulta,baixa-media
SAT,,,,,,,".Select * From ""C:\Equipexe\Ger\Dados\Clientes""",consulta,baixa-media
SAT,,,,,,,") From """,consulta,baixa-media
SAT,,,,,,,"*Can't write to a read-only resource streamECheckSynchronize called from thread $%x, which is NOT the main thread",consulta,baixa-media
SAT,,,,,,,#Nested dataset must inherit from %s(Filter expression incorrectly terminated,consulta,baixa-media
SAT,,,,,,,"0Select * From ""C:\Equipexe\Ger\Dados\Clientes"" C",consulta,baixa-media
SAT,,,,,,,"0Select * From ""C:\Equipexe\Ger\Dados\Interessad""",consulta,baixa-media
SAT,,,,,,,"0Select * From ""Z:\Equipexe\Sat\Filial\MovSatInt""",consulta,baixa-media
SAT,,,,,,,"1Select * From ""C:\Equipexe\Ger\Dados\Forneced.db""",consulta,baixa-media
SAT,,,,,,,"2Select * From ':ParadoxXInterbase:SolAltCli' C,",consulta,baixa-media
SAT,,,,,,,"2Select * From ""C:\Equipexe\Sat\Filial\Anotacoes"" A",consulta,baixa-media
SAT,,,,,,,"2Select * From ""C:\Equipexe\Sat\Filial\MovSatAle"" A",consulta,baixa-media
SAT,,,,,,,3Select * From 'S:\EquipExe\Sat\Filial\MovSatCli' M,consulta,baixa-media
SAT,,,,,,,"3Select * From 'z:\EquipExe\Sat\Filial\SolAltCli' A,",consulta,baixa-media
SAT,,,,,,,"3Select * From "":ParadoxXInterbase:MovSatCliOcor"" M,",consulta,baixa-media
SAT,,,,,,,"5Select * From ""S:\Equipexe\Ger\Dados\Interessad"" I",consulta,baixa-media
SAT,,,,,,,"5Select * From ""Z:\Equipexe\Ger\Dados\Interessad"" I",consulta,baixa-media
SAT,,,,,,,Auto Select,consulta,baixa-media
SAT,,,,,,,Column lists do not match8Column types don't match. (From index: %d; To index: %d)_Can't end a shared transaction unless it is forced and equal to the transaction's TimeoutAction,consulta,baixa-media
SAT,,,,,,,"DataSource cannot be changed*Nested datasets cannot have a MasterSource0Cannot perform this operation on an open dataset""Dataset not in edit or insert mode1Cannot perform this operation on a closed dataset1Cannot perform this operation on a",escrita/controle,baixa-media
SAT,,,,,,,Delete all selected records?,escrita/controle,baixa-media
SAT,,,,,,,Delete all selected records?%Operation not allowed in a DBCtrlGrid(Property already defined by lookup field/Grid requested to display more than 256 columns,escrita/controle,baixa-media
SAT,,,,,,,delete from,consulta,baixa-media
SAT,,,,,,,Docked control must have a name%Error removing control from dock tree,consulta,baixa-media
SAT,,,,,,,"Empty query3Cannot ""open"" a non-select statement. Use ExecQuery",consulta,baixa-media
SAT,,,,,,,extract(Month from DatCan) as Mes,consulta,baixa-media
SAT,,,,,,,FROM,consulta,baixa-media
SAT,,,,,,,"From """,consulta,baixa-media
SAT,,,,,,,"From "":",consulta,baixa-media
SAT,,,,,,,"From """,consulta,baixa-media
SAT,,,,,,,"From "":",consulta,baixa-media
SAT,,,,,,,"From """,consulta,baixa-media
SAT,,,,,,,"From "":",consulta,baixa-media
SAT,,,,,,,"If you load database from file, existing memory database will be cleared!",consulta,baixa-media
SAT,,,,,,,Invalid ImageList Index)Failed to read ImageList data from stream(Failed to write ImageList data to stream$Error creating window device context,consulta,baixa-media
SAT,,,,,,,"ISelect A.CodSat,CodCli,nomCli From 'z:\EquipExe\Sat\Filial\SolAltCli' A,",consulta,baixa-media
SAT,,,,,,,MOrder QuickReport 3.0 Professional or download free updates from our web site,consulta,baixa-media
SAT,,,,,,,Not in edit mode-Cannot insert into dataset. (No insert query)%Cannot post. (No update/insert query) Cannot update. (No update query)-Cannot delete from dataset. (No delete query)&Cannot refresh row. (No refresh query),consulta,baixa-media
SAT,,,,,,,RDB$DB_KEY as IBX_INTERNAL_DBKEY from,consulta,baixa-media
SAT,,,,,,,Required Param value not set!No Stored Procedure Name assigned<use ExecProc for Procedure; use TQuery for Select procedures,consulta,baixa-media
SAT,,,,,,,SELECT,consulta,baixa-media
SAT,,,,,,,Select,consulta,baixa-media
SAT,,,,,,,"Select * From """,consulta,baixa-media
SAT,,,,,,,"Select * From "":",consulta,baixa-media
SAT,,,,,,,Select * From,consulta,baixa-media
SAT,,,,,,,"Select * From """,consulta,baixa-media
SAT,,,,,,,"Select * From "":",consulta,baixa-media
SAT,,,,,,,"Select * From """,consulta,baixa-media
SAT,,,,,,,"Select * From "":",consulta,baixa-media
SAT,,,,,,,"Select * From """,consulta,baixa-media
SAT,,,,,,,"Select * From "":",consulta,baixa-media
SAT,,,,,,,Select * from CliContato where CodCli =',consulta,baixa-media
SAT,,,,,,,select * from solaltsist,consulta,baixa-media
SAT,,,,,,,Select a Date,consulta,baixa-media
SAT,,,,,,,"Select A.CodSat,CodCli,nomCli From """,consulta,baixa-media
SAT,,,,,,,"Select A.CodSat,CodCli,nomCli From "":",consulta,baixa-media
SAT,,,,,,,Select AllLFatal error: Cannot create application object in a shared object or library.>Fatal error: Cannot create more than one TApplication instance,consulta,baixa-media
SAT,,,,,,,"Select CepInt,Roteiro,NomInt,EndInt,BaiInt,TelInt,TelInt2,CepInt,CodInt,GruCli2,EmailInt,Contato From",consulta,baixa-media
SAT,,,,,,,"Select CodSatTip,CodSatSit,DatLan,HorLan",consulta,baixa-media
SAT,,,,,,,"Select CodSatTip,CodSatSit,DatLan,HorLan,CodOcorCla,CodOcorSubC",consulta,baixa-media
SAT,,,,,,,"Select CodSatTip,CodSatSit,DatSolucao,HorLan",consulta,baixa-media
SAT,,,,,,,"Select CodSatTip,CodSatSit,DatSolucao,HorLan,CodOcorCla,CodOcorSubC",consulta,baixa-media
SAT,,,,,,,"Select Count(*) as Qde,Roteiro",consulta,baixa-media
SAT,,,,,,,"Select Count(*) From """,consulta,baixa-media
SAT,,,,,,,"Select Count(*) From "":",consulta,baixa-media
SAT,,,,,,,"Select DatAlerta,HorAlerta",consulta,baixa-media
SAT,,,,,,,"Select DatAlerta,HorAlerta,CodSat,SeqSat,Cod",consulta,baixa-media
SAT,,,,,,,Select dataset,consulta,baixa-media
SAT,,,,,,,"Select DatLan,CodSatTip From """,consulta,baixa-media
SAT,,,,,,,"Select DatLan,CodSatTip From "":",consulta,baixa-media
SAT,,,,,,,"Select Descricao,Solucao,TipContato,SeqOcor,CodSatCla,CodSatSubC,CodSatTip,CodSatSit,DatLan,HorLan",consulta,baixa-media
SAT,,,,,,,"Select Descricao,Solucao,TipContato,SeqOcor,CodSatCla,CodSatSubC,CodSatTip,CodSatSit,DatLan,HorLan,CodOcorCla,CodOcorSubC",consulta,baixa-media
SAT,,,,,,,"Select extract( day from C.datnas), C.*,S.* From",consulta,baixa-media
SAT,,,,,,,"Select F.RDB$COMPUTED_BLR, F.RDB$DEFAULT_VALUE, R.RDB$FIELD_NAME from RDB$RELATION_FIELDS R, RDB$FIELDS F where R.RDB$RELATION_NAME = :RELATION and R.RDB$FIELD_SOURCE = F.RDB$FIELD_NAME and ((not F.RDB$COMPUTED_BLR is NULL) or (not F.RDB$DE",consulta,baixa-media
SAT,,,,,,,Select function,consulta,baixa-media
SAT,,,,,,,"SELECT GEN_ID(%s, %d) FROM RDB$DATABASE",consulta,baixa-media
SAT,,,,,,,Select GetDate(),consulta,baixa-media
SAT,,,,,,,"Select I.RDB$INDEX_NAME, I.RDB$UNIQUE_FLAG, I.RDB$INDEX_TYPE, I.RDB$SEGMENT_COUNT, S.RDB$FIELD_NAME from RDB$INDICES I, RDB$INDEX_SEGMENTS S where I.RDB$INDEX_NAME = S.RDB$INDEX_NAME and I.RDB$RELATION_NAME = '",consulta,baixa-media
SAT,,,,,,,Select M.Cod,consulta,baixa-media
SAT,,,,,,,"Select M.HorPrevSol,M.HorPrevSolF,M.SatPara,M.CodSatTipS,M.DatPrevSol,M.Descricao,M.Solucao,C.",consulta,baixa-media
SAT,,,,,,,"Select M.Obs,M.Cod",consulta,baixa-media
SAT,,,,,,,Select MAX(,consulta,baixa-media
SAT,,,,,,,"Select NumFat,NumDup,CodCla,CodSubC,DatEmi,DatVen,SeqOcor,CodCliOcor,SerieNF,NossoNumero,Cancelado,DatPag,FixLan,",consulta,baixa-media
SAT,,,,,,,"Select NumTit,Seq,CodCla,CodSubC,DatEmi,DatVen,Baixa,ValTit,Cancelado,DatPag,",consulta,baixa-media
SAT,,,,,,,"Select R.RDB$FIELD_NAME, R.RDB$FIELD_POSITION, F.RDB$COMPUTED_BLR, F.RDB$DEFAULT_VALUE, F.RDB$NULL_FLAG, F.RDB$FIELD_LENGTH, F.RDB$FIELD_SCALE, F.RDB$FIELD_TYPE, F.RDB$FIELD_SUB_TYPE, F.RDB$EXTERNAL_LENGTH, F.RDB$EXTERNAL_SCALE, F.RDB$EXTER",consulta,baixa-media
SAT,,,,,,,select RDB$DB_KEY as IBX_INTERNAL_DBKEY from,consulta,baixa-media
SAT,,,,,,,Select RDB$FIELD_NAME from RDB$INDEX_SEGMENTS where RDB$INDEX_NAME = ',consulta,baixa-media
SAT,,,,,,,"Select RDB$SYSTEM_FLAG, RDB$DBKEY_LENGTH from RDB$RELATIONS where RDB$RELATION_NAME = '",consulta,baixa-media
SAT,,,,,,,"Select SeqAlerta,TipSat,CodSat,SeqSat,DatLan,CodUsuario From """,consulta,baixa-media
SAT,,,,,,,"Select sigla_UF From """,consulta,baixa-media
SAT,,,,,,,Select USER from RDB$RELATIONS where RDB$RELATION_NAME = ',consulta,baixa-media
SAT,,,,,,,Select variable,consulta,baixa-media
SAT,,,,,,,"Select W.DesOcorCla as Grupo, Z.CodOcorCla as Codigo, Y.DesOcorSubC as Descricao, Count(Z.CodOcorSubC) as Qde From """,consulta,baixa-media
SAT,,,,,,,"Select W.DesOcorCla as Grupo, Z.CodOcorCla as Codigo, Y.DesOcorSubC as Descricao, Count(Z.CodOcorSubC) as Qde From "":",consulta,baixa-media
SAT,,,,,,,"Select Y.DesOcorSubC as Grupo, Z.CodOcorCla as Codigo, W.DesOcorCla as Descricao, Count(Z.CodOcorCla) as Qde From """,consulta,baixa-media
SAT,,,,,,,"Select Y.DesOcorSubC as Grupo, Z.CodOcorCla as Codigo, W.DesOcorCla as Descricao, Count(Z.CodOcorCla) as Qde From "":",consulta,baixa-media
SAT,,,,,,,"Select Y.ObsOcorCla as Grupo, Z.CodOcorCla as Codigo, Y.DesOcorCla as Descricao, Count(Z.CodOcorCla) as Qde From """,consulta,baixa-media
SAT,,,,,,,"Select Y.ObsOcorCla as Grupo, Z.CodOcorCla as Codigo, Y.DesOcorCla as Descricao, Count(Z.CodOcorCla) as Qde From "":",consulta,baixa-media
SAT,,,,,,,"Select Y.ObsOcorSubC as Grupo, Z.CodOcorSubC as Codigo, Y.DesOcorSubC as Descricao, Count(Z.CodOcorSubC) as Qde From """,consulta,baixa-media
SAT,,,,,,,"Select Y.ObsOcorSubC as Grupo, Z.CodOcorSubC as Codigo, Y.DesOcorSubC as Descricao, Count(Z.CodOcorSubC) as Qde From "":",consulta,baixa-media
SAT,,,,,,,use Open for a Select Statement,consulta,baixa-media
Senhas,,,,,,,"Bits index out of range*Can't write to a read-only resource streamECheckSynchronize called from thread $%x, which is NOT the main thread",consulta,baixa-media
Senhas,,,,,,,"DataSource cannot be changed0Cannot perform this operation on an open dataset""Dataset not in edit or insert mode1Cannot perform this operation on a closed dataset1Cannot perform this operation on an empty dataset!Cannot modify a read-only d",escrita/controle,baixa-media
Senhas,,,,,,,Delete all selected records?%Operation not allowed in a DBCtrlGrid(Property already defined by lookup field/Grid requested to display more than 256 columns,escrita/controle,baixa-media
Senhas,,,,,,,Docked control must have a name%Error removing control from dock tree,consulta,baixa-media
Senhas,,,,,,,FROM,consulta,baixa-media
Senhas,,,,,,,Invalid ImageList Index)Failed to read ImageList data from stream(Failed to write ImageList data to stream$Error creating window device context,consulta,baixa-media
Senhas,,,,,,,MOrder QuickReport 3.0 Professional or download free updates from our web site,consulta,baixa-media
Senhas,,,,,,,SELECT,consulta,baixa-media
Senhas,,,,,,,"Select * From """,consulta,baixa-media
Senhas,,,,,,,Select a Date,consulta,baixa-media
Senhas,,,,,,,Select dataset,consulta,baixa-media
Senhas,,,,,,,Select function,consulta,baixa-media
Senhas,,,,,,,Select variable,consulta,baixa-media
